id,startNode,endNode,duration,type,length,name,ref
22021,19752,29108,3.610793,2,50.149902,,
22022,19912,20384,2.361380,2,32.796943,,
22023,21944,25534,49.963754,2,693.941030,,D 110
22024,4966,27367,23.103327,2,320.879547,Avenue du Champ Saint-Julien,D 102
22025,17660,17665,2.043950,2,28.388192,,
22026,31030,31029,2.341113,2,32.515458,Rond-Point Bouchaga Boualam,
22027,865,852,22.603178,2,313.933030,Route des Badauds,
22028,5916,5949,25.240837,2,350.567180,Rue de Fontenay,D 143
22029,6379,3610,44.110344,2,612.643664,Boulevard Paul-Vaillant Couturier,D 126
22030,12469,29533,27.522912,7,382.262664,Déviation de Coutevroult,N 36
22031,19820,19815,1.106962,2,15.374473,,
22032,25255,25259,0.522785,2,7.260910,,D 910
22033,25447,16109,1.390271,2,19.309313,,
22034,31037,11494,2.906368,2,40.366225,,D 217b
22035,3383,14523,2.612536,2,36.285225,,
22036,7892,7878,25.132371,2,349.060705,Avenue du Maréchal Foch,D 30
22037,26444,26449,0.631543,2,8.771437,Rue de la Division Leclerc,
22038,28096,28099,1.018753,2,14.149343,*,
22039,2689,30506,2.618479,2,36.367765,Rue du Bocage,
22040,10825,7561,12.969194,2,180.127701,,
22041,26019,26018,241.770168,2,3357.919006,,D 17a
22042,28171,28174,2.052647,2,28.508980,Boulevard de la Crête,
22043,31965,16352,2.315208,2,32.155667,Rue du Docteur Roux,D 44
22044,8058,8052,1.488587,2,20.674821,Boulevard du Ru de Nesles,
22045,9114,8942,17.619222,2,244.711421,,D 43
22046,12437,28998,16.892998,2,234.624970,Avenue de Villeroy,D 153
22047,8449,29101,1.415106,2,19.654247,Avenue Meissonier,D 30
22048,9764,5358,24.983071,2,346.987101,Rue d'Epernon,D 61
22049,15041,15031,29.895563,2,415.216152,Avenue du Château,D 922
22050,27448,31101,80.874069,2,1123.250962,Route de Donnemarie,D 403
22051,3917,23778,2.241406,2,31.130636,Boulevard de la République,D 183
22052,4960,4958,8.234116,2,114.362719,,D 98
22053,12128,12131,1.586353,2,22.032682,,D 26
22054,5395,5396,3.990670,2,55.425976,Rue de Rosny,
22055,14301,20489,0.750480,2,10.423328,,D 228e
22056,18639,18636,3.746206,2,52.030644,Rond-Point du 6 Juin 1944,
22057,19082,18778,134.759747,2,1871.663149,,
22058,27555,24241,165.332060,2,2296.278617,,D 55e4
22059,10273,19979,52.670418,2,731.533583,Route du Mesnil-Amelot,D 84
22060,22099,22098,1.240006,2,17.222301,,
22061,8200,31007,19.767075,2,274.542703,Avenue Kléber,
22062,9208,12491,1.737908,2,24.137612,,
22063,10342,7464,2.383349,3,33.102064,Place de Breteuil,
22064,27832,3251,7.831323,2,108.768381,Avenue Marmont,
22065,28195,22572,5.559077,2,77.209401,Avenue Charles de Gaulle,D 902
22066,31738,31741,2.013703,2,27.968100,Rue Faidherbe,
22067,5462,5504,3.571788,2,49.608167,Rond-Point Victor Hugo,
22068,6154,32115,1.056825,2,14.678130,Place Jean Lannes,
22069,6555,6559,0.413385,2,5.741461,Rond-Point du Collège,
22070,7377,7382,11.036095,2,153.279100,Avenue Le Brun,D 77
22071,11310,9025,76.900844,2,1068.067284,,D 10
22072,13617,16843,4.714817,2,65.483571,,D 115
22073,14697,10974,0.712956,2,9.902173,,
22074,20452,11044,4.770966,2,66.263413,Avenue de la République,
22075,21289,10170,1.572593,2,21.841568,,
22076,24588,24587,274.590001,2,3813.750019,Rue de l'Orme,D 148
22077,25990,25992,26.082712,2,362.259889,,
22078,4951,4966,19.249642,2,267.356138,Avenue du Champ Saint-Julien,D 102
22079,18965,18992,4.286721,2,59.537793,,D 403
22080,25053,12829,1.190685,2,16.537288,,
22081,18225,7259,37.423048,2,519.764556,,D 948
22082,18756,12850,70.779960,2,983.055000,Route de Pontoise,D 927z
22083,26235,17860,2.606597,2,36.202735,Avenue Franklin Roosevelt,D 160
22084,29021,29022,2.239596,2,31.105497,,
22085,32207,15656,1.810407,3,25.144544,Rue Auguste Lançon,
22086,5219,7461,1.458083,2,20.251150,Avenue Lech Walesa,D 30
22087,32531,9387,3.435344,2,47.713113,Rond Point du Cèdre,
22088,14394,10854,136.927531,7,1901.771258,,N 104
22089,19434,19433,1.945254,2,27.017421,,
22090,20150,20149,3.903260,2,54.211950,Rue Thiers,
22091,22930,10666,1.522599,2,21.147202,Carrefour de l'Europe,
22092,5054,1984,32.326533,3,448.979625,Boulevard Adolphe Pinard,
22093,19419,29127,305.514141,2,4243.251954,,D 77
22094,24132,24115,157.108046,2,2182.056191,,D 144
22095,25982,25984,0.962852,2,13.372951,,
22096,26112,26113,13.916294,2,193.281868,Rue de la Vesgre,D 71
22097,26233,26234,1.771190,2,24.599867,Rue de la Mairie,D 188
22098,9828,9831,2.614629,2,36.314289,,
22099,11125,11131,14.026217,2,194.808565,,
22100,16825,16827,5.327623,0,73.994768,,
22101,21568,22051,2.033529,2,28.243463,Avenue du Général Gabriel Delarue,
22102,21714,1189,72.250925,2,1003.485070,Quai Gallieni,D 7
22103,24049,21511,2.761369,2,38.352352,,
22104,25067,8963,21.386390,2,297.033193,,D 1003
22105,28191,28190,1.693893,2,23.526295,,
22106,8311,8863,20.064128,2,278.668443,,D 55
22107,10119,10117,0.769573,2,10.688514,,
22108,22395,22384,15.548599,2,215.952766,,D 4
22109,25130,28076,252.349129,2,3504.849009,,D 215
22110,29844,29843,74.283185,2,1031.710904,,D 619
22111,1348,2616,1.474490,2,20.479032,Place de la Division Leclerc,
22112,17863,17899,1.338108,2,18.584839,Avenue des Marais,
22113,28244,28245,6.888863,2,95.678656,,
22114,30209,30199,88.564532,2,1230.062943,Route de Bray,D 403
22115,367,2323,19.092527,0,265.173991,,
22116,1318,13927,4.604587,7,63.952598,La Francilienne,N 104
22117,7976,30118,2.917287,2,40.517881,,
22118,26416,22299,1.904784,2,26.455331,,
22119,27864,27865,1.914333,2,26.587956,,
22120,29414,19194,3.317917,2,46.082176,,D 148
22121,6232,16781,24.466468,3,339.812061,Boulevard de la Villette,
22122,7417,7428,2.355197,2,32.711073,Route des Gardes,D 181
22123,10331,10337,1.829800,2,25.413888,Rue Victor Drouet,
22124,20921,20922,1.636768,2,22.732887,Carrefour Brackley,
22125,26803,26809,33.035256,2,458.823001,,D 838
22126,26821,29886,283.960720,2,3943.898890,Avenue du Maréchal Leclerc,D 607
22127,30048,30071,145.151872,2,2015.998223,Route de Beauvais,D 22
22128,30266,7406,2.010846,2,27.928419,,
22129,17688,19878,4.825048,2,67.014552,,
22130,17989,24963,18.136181,2,251.891404,,
22131,23341,23340,1.333893,2,18.526298,,
22132,27893,26588,8.476884,2,117.734503,,D 191
22133,32072,31266,0.518749,2,7.204845,Rond-Point Provisoire,
22134,32328,31131,3.608158,2,50.113305,Rue Waldeck Rousseau,D 448
22135,32516,8538,13.159317,2,182.768298,Rue Ambroise Croizat,D 24
22136,3718,1100,5.625893,3,78.137397,Place Denfert-Rochereau,
22137,13296,15367,8.731804,2,121.275062,Boulevard de Créteil,D 118
22138,19678,19684,35.158640,2,488.314438,Rue Pasteur,
22139,22450,18241,17.444026,2,242.278137,,D 909
22140,29057,19356,18.933664,0,262.967555,,
22141,31826,31825,1.139467,2,15.825931,,
22142,2430,249,74.339468,7,1032.492611,,N 12
22143,2444,2869,9.201883,2,127.803931,,
22144,5271,5270,1.843866,2,25.609246,,
22145,9232,9861,92.958589,2,1291.091513,,D 17
22146,20775,20779,30.737039,2,426.903323,Grande Rue,
22147,3877,3800,20.674700,3,287.148610,,A 1
22148,5233,5235,0.531598,2,7.383311,Place Georges Pompidou,
22149,25171,14024,4.242378,2,58.921918,,D 77
22150,27402,11316,42.085257,2,584.517457,Rue de Paris,D 910
22151,28958,11841,18.457357,2,256.352183,,D 152
22152,1671,1674,3.040198,3,42.224970,Place d'Estienne d'Orves,
22153,20195,20194,0.658472,2,9.145443,,
22154,22150,22151,7.327653,2,101.772955,Place de l'Église,
22155,29,46,48.725359,3,676.741098,Avenue Georges Mandel,
22156,33,34,4.102800,3,56.983330,Place de Mexico,
22157,3105,20601,0.888775,2,12.344094,Avenue Gabriel Péri,D 126B
22158,5065,21687,6.499103,3,90.265321,Place de la Porte de Châtillon,
22159,9579,9393,2.168843,2,30.122820,,
22160,10534,10542,39.574205,2,549.641740,Rue de la Libération,D 116
22161,10876,10875,0.311294,3,4.323533,Place Jean Jaurès,
22162,13070,13354,10.749092,2,149.292938,Boulevard de l'Yerres,
22163,7960,8535,48.766572,0,677.313500,Voie de Desserte de Fontenay,A 186
22164,12199,12200,1.096651,2,15.231271,,
22165,13290,13274,3.721506,2,51.687587,,
22166,112,544,20.601099,3,286.126371,Avenue de Versailles,
22167,1736,31653,17.001641,2,236.133905,Avenue Henri Dunant,D 118
22168,5130,5088,11.169568,2,155.132893,Rond-Point du Pont de Sèvres,
22169,13743,14822,2.194812,2,30.483505,,
22170,24618,24585,5.440256,2,75.559106,,
22171,10263,32375,2.325686,2,32.301198,,D 190
22172,15443,15434,1.532994,2,21.291587,,
22173,22291,22300,11.684481,2,162.284459,,D 84
22174,29381,29380,4.800441,2,66.672797,,
22175,4045,6261,2.693920,2,37.415556,,
22176,6675,6668,23.396439,2,324.950540,Rue de Neuilly,D 10
22177,17033,8858,14.983158,3,208.099416,Rue de la Poterne des Peupliers,
22178,28174,14767,29.411607,2,408.494538,Boulevard de la Crête,D 51
22179,29691,29692,2.878061,2,39.973075,,D 927
22180,5817,5831,36.066453,2,500.922951,Avenue du Président Wilson,D 20e
22181,10370,32475,1.292660,2,17.953606,Rue de Montgeron,
22182,22532,22530,1.280911,2,17.790431,Clé des Champs,
22183,3129,3127,1.038688,2,14.426227,,
22184,9494,9496,1.088224,2,15.114220,Carrefour de la Croix Villecoq,
22185,11149,11152,19.794012,2,274.916830,Rue de la République,
22186,18443,18445,2.674897,2,37.151351,Rue de l'Alma,
22187,4202,4198,129.022032,0,1791.972672,Autoroute de l'Est,A 4
22188,26307,16735,3.927054,2,54.542420,,
22189,30776,24312,78.171820,2,1085.719729,Avenue de l'Éperon,
22190,23577,23572,7.883319,2,109.490548,,
22191,26243,29394,3.194487,2,44.367880,Boulevard Jean Jaurès,
22192,5839,5824,2.097321,2,29.129463,Place Jacques Duclos,
22193,10544,17479,5.698456,2,79.145217,Avenue Henri Barbusse,D 30
22194,18179,18181,1.429850,2,19.859023,Rue de la République,
22195,1547,29955,1.906758,2,26.482748,Carrefour de l'Obelisque,
22196,2030,2139,14.654882,3,203.540034,,
22197,4602,1941,14.272930,2,198.235136,Avenue de Porchefontaine,
22198,5579,5600,40.865959,2,567.582770,,D 404
22199,13760,13757,2.006822,2,27.872526,,
22200,14180,3279,0.883342,2,12.268635,,
22201,17971,29329,14.614839,2,202.983873,,D 57
22202,721,719,3.701686,3,51.412299,Place de la Concorde,
22203,6053,5554,3.142991,2,43.652656,Chemin du Moulon,
22204,8980,8995,2.029821,2,28.191961,,
22205,20325,868,32.857859,2,456.359151,Rue du Général Leclerc,
22206,29875,12620,3.298200,2,45.808333,Rue de Courbevoie,
22207,1908,15307,0.989283,2,13.740045,Rue du Maréchal Foch,
22208,7346,8642,97.143056,7,1349.209117,,N 12
22209,10916,10918,6.055782,2,84.108087,,N 330
22210,13759,6558,0.833561,2,11.577234,Rue Boucicaut,
22211,16326,16324,2.669048,2,37.070105,,
22212,19326,19325,1.204399,2,16.727770,,
22213,3614,15789,64.670668,2,898.203721,Boulevard Jean Mermoz,D 126
22214,13483,5116,10.631203,2,147.655600,Route d'Héricy,D 39
22215,15757,15760,0.811941,2,11.276954,Rond-Point des Vignes,
22216,27646,27644,43.282398,2,601.144416,Rue Neuve,D44
22217,27783,27701,36.556831,2,507.733763,Rue de la Cour Senlisse,
22218,32051,19020,4.153380,2,57.685837,Rue des Chomettes,D 1a
22219,7441,7442,1.696958,2,23.568860,Carrefour Général de Gaulle,
22220,10290,8786,1.044504,2,14.507005,,
22221,19170,19167,1.456242,2,20.225584,Rond Point du 19 Mars 1962,
22222,19287,3778,1.000758,2,13.899418,Rond-Point Les Près Priceaux,
22223,19481,13263,8.427940,2,117.054724,Avenue de Stalingrad,D 29
22224,17867,17812,236.275169,2,3281.599565,Rue de la Mairie,D 107
22225,22959,22958,3.335011,2,46.319603,,
22226,2406,30593,6.855732,2,95.218505,,D 619
22227,2799,2808,3.062894,2,42.540201,Pont de Bry,D 120
22228,9743,20340,14.596832,2,202.733779,Boulevard du Mandinet,D 10p
22229,16161,13782,35.299626,2,490.272578,Avenue Gambetta,D 287
22230,26479,26477,6.777682,2,94.134466,,D 132
22231,9005,9002,18.224217,2,253.114131,Avenue Albert Petit,D 68
22232,14446,14457,2.641388,2,36.685945,,
22233,15560,15558,1.922118,2,26.696077,,
22234,15781,9168,0.522519,2,7.257215,Boulevard Jean Jaurès,D 311
22235,21248,6891,0.403418,2,5.603029,Rue de Brie,D 253
22236,21439,7051,1.434112,0,19.918219,Avenue Napoléon Bonaparte,N 13
22237,22021,10478,27.758294,2,385.531862,Avenue de Paris,D 190
22238,2932,2925,1.363068,2,18.931493,,
22239,10546,10549,1.737455,2,24.131316,Carrefour de l'Europe,
22240,16399,31680,11.095912,2,154.109887,Avenue Henri Barbusse,D 115
22241,20038,20024,155.476225,2,2159.392019,,D 5
22242,29016,29332,11.145131,2,154.793493,Avenue des Prés,
22243,32219,11595,4.907411,2,68.158486,Avenue Jacques Duclos,D 296
22244,6657,6662,8.240285,3,114.448398,Pont Royal,
22245,23563,23565,19.766259,2,274.531373,Boulevard de Sully,
22246,32471,32472,1.433891,2,19.915153,Rond-Point du Bouquet,
22247,18354,12690,42.289115,2,587.348822,Boulevard des Cordeliers,
22248,29609,29612,14.579900,2,202.498612,Rue Pottier,
22249,4533,682,25.847405,0,358.991734,,
22250,15568,30440,28.086868,2,390.095383,,D 217b
22251,16492,20466,1.865248,2,25.906217,,D 321
22252,27227,23160,30.823027,2,428.097598,Avenue Maurice Dauvergne,
22253,5864,5866,1.512545,2,21.007568,Place du 8 Mai 1945,
22254,15836,15864,1.555440,2,21.603331,,
22255,17188,16336,9.098044,2,126.361723,Avenue John Fitzgerald Kennedy,N 370
22256,20014,20027,5.103254,2,70.878532,Route de Fontenay,D 216E
22257,9367,9349,1.414243,2,19.642257,,
22258,18278,22617,10.540726,0,146.398969,,
22259,544,1304,18.446423,3,256.200322,Rue Mirabeau,
22260,16165,16172,28.333988,2,393.527618,Rue de Persan,
22261,22198,22209,0.988956,2,13.735501,,
22262,29137,29123,0.988812,2,13.733499,,
22263,1743,1745,5.935895,3,82.442986,Avenue de la Porte de Champeret,D 908
22264,8050,8033,2.858964,2,39.707838,,
22265,13329,13360,10.161075,2,141.126038,Rue du Bois Gasseau,
22266,15029,31887,22.739263,2,315.823094,Avenue du Château,D 922
22267,15813,15806,8.396581,2,116.619178,,
22268,29275,10716,15.444835,2,214.511596,Avenue de Stalingrad,D 909
22269,1009,7695,85.826550,7,1192.035411,,N 118
22270,6246,7633,40.127068,2,557.320386,Avenue Carnot,
22271,8707,8709,2.306110,2,32.029306,,
22272,22431,22428,2.048362,2,28.449471,,
22273,22690,17799,13.916391,2,193.283213,Rue Galilée,
22274,22983,20923,1.353115,0,18.793265,,
22275,25611,23265,0.355594,2,4.938812,,
22276,30653,26286,2.649913,2,36.804344,,
22277,30819,32589,123.801963,2,1719.471713,,D 118
22278,14860,8919,1.191681,2,16.551129,Route de Gargenville,D 130
22279,18783,18717,5.601988,2,77.805395,Rue de Paris,D 619
22280,24188,14781,0.635575,2,8.827428,Boulevard Henri IV,
22281,28919,28907,42.845288,2,595.073442,,D 120 E2
22282,29569,13535,5.567775,2,77.330206,Route de Nangis,D 408
22283,31454,16659,1.810469,2,25.145406,,
22284,2951,2949,1.772020,2,24.611384,,
22285,9529,9530,1.137744,2,15.802000,Avenue Paul Doumer,D 913
22286,13950,8437,2.671045,2,37.097847,,
22287,17814,1762,12.385360,2,172.018894,Quai de Stalingrad,D 1
22288,3361,3368,59.628088,0,828.167885,,A 115
22289,17068,17087,3.467017,2,48.153015,Rond Point des Bois,
22290,24239,21331,399.469815,2,5548.191874,Route de Fouju,D 99E
22291,28688,11329,5.576927,2,77.457324,Route de Marly,D 386
22292,32381,32380,2.537950,2,35.249299,,
22293,11641,11649,3.346431,2,46.478204,,
22294,12252,11945,4.170837,2,57.928287,Rue du Général de Gaulle,VC 50
22295,14290,14311,52.359107,2,727.209821,Rue de l'Égalité,
22296,17882,9470,1.452318,2,20.171079,Rond-Point du Golf,
22297,24577,3830,0.616877,2,8.567729,,D 113
22298,31900,17799,22.248148,2,309.002056,Rue Galilée,
22299,32312,30400,16.841463,3,233.909213,Boulevard Auguste Blanqui,
22300,4199,16605,22.938707,2,318.593154,Avenue Marcel Cachin,N 401
22301,14595,14607,1.933011,2,26.847380,,
22302,15874,15876,2.586088,2,35.917895,,
22303,21527,21529,4.355502,2,60.493077,,
22304,10302,10667,1.518064,2,21.084223,,
22305,12018,12046,4.531100,2,62.931938,,
22306,26018,27284,24.291765,2,337.385624,Rue Saint-Georges,D 17
22307,28907,28942,45.310800,2,629.316661,,D 225
22308,3962,3951,2.254644,3,31.314501,Avenue de la Porte de la Chapelle,N 1
22309,4999,4949,6.465134,7,89.793523,Avenue de l'Appel du 18 Juin 1940,N 6
22310,8873,31711,9.549323,2,132.629486,Rue de la République,
22311,17471,17485,3.357830,2,46.636527,,
22312,19290,1509,37.472447,2,520.450651,Boulevard de Stalingrad,D 5
22313,25555,7482,35.798500,2,497.201391,Route de Chevannes,
22314,28813,25476,64.648378,7,897.894145,,N 19
22315,11463,12006,3.025732,2,42.024050,Rue Jeanne Pinet,
22316,12389,11056,37.070957,2,514.874407,Route d'Évry,D 26
22317,16035,15796,3.042613,2,42.258518,Avenue Paul Delouvrier,D 402
22318,16078,16086,1.590707,2,22.093152,,
22319,25854,25852,141.855570,2,1970.216254,,
22320,9295,2049,8.384604,0,116.452839,,
22321,21518,21508,27.497903,2,381.915316,Boulevard Hector Berlioz,
22322,2053,2050,2.791392,2,38.769331,,
22323,4916,4917,1.775261,2,24.656409,Place des Frères Perret,
22324,19309,23457,10.762705,2,149.482019,,
22325,20687,20688,48.217876,2,669.692727,,D 307
22326,20919,9850,16.636891,2,231.067932,Rue Sainte-Bathilde,
22327,20946,20945,7.383263,2,102.545321,Rue du Nord,
22328,22968,26035,1.866057,3,25.917457,Place de la Bataille de Stalingrad,
22329,24686,18487,33.388125,2,463.723953,Avenue Jean Jaurès,
22330,24875,28131,30.708669,2,426.509297,,D 46
22331,31013,31016,2.904050,2,40.334029,Rue de Savigny,
22332,13531,13530,3.377991,2,46.916542,,
22333,16331,16358,107.052246,2,1486.836748,,D 140
22334,17445,5723,6.716837,2,93.289408,,
22335,18308,32131,1.408849,2,19.567351,,
22336,1742,350,25.742893,2,357.540184,Avenue Camélinat,
22337,4382,31867,2.594560,3,36.035555,Rue Monge,
22338,5622,30128,3.101442,2,43.075587,,D 52
22339,6503,6507,1.610695,2,22.370760,,
22340,10156,10158,4.648795,2,64.566593,,
22341,14428,14427,0.693180,2,9.627505,,
22342,15690,15701,4.087771,2,56.774591,,
22343,20562,20565,2.116616,2,29.397443,,
22344,20883,20881,1.538360,2,21.366117,Rond-Point Jacques Anquetil,
22345,693,1209,13.520983,3,187.791429,Boulevard Saint-Germain,
22346,11903,10658,1.522711,2,21.148763,Rond-Point Ville-Saint-Jacques,
22347,20506,17992,0.260984,2,3.624779,Rond-Point de la Première Armée Française,
22348,24059,24057,157.399236,2,2186.100504,Rue de Bombon,D 57
22349,26987,25787,1.702030,2,23.639307,Place de l'Église,
22350,28966,16524,266.962575,2,3707.813546,Rue de la Vallée,D 40
22351,11118,24258,2.249139,2,31.238049,,
22352,16706,12991,33.711470,2,468.214863,Avenue Benoît Malon,D 116
22353,25625,25520,9.191951,2,127.665987,Rue du Petit Albi,
22354,27732,12354,1.945284,2,27.017831,Route de Boissise,D 39
22355,28145,28143,0.919282,2,12.767811,,
22356,6811,6805,9.972636,2,138.508829,Rue du Vieux Pont,D 33
22357,15482,24772,84.383176,2,1171.988559,Rue de Gometz,D 40
22358,32400,32399,2.814202,2,39.086137,,D 144
22359,1850,1818,145.599337,2,2022.213019,Route de Gisy,
22360,10382,21698,99.843289,2,1386.712348,Boulevard Saint-Denis,D 9
22361,16535,16539,1.667315,2,23.157151,,
22362,16603,16604,75.256540,2,1045.229718,Rue de la Coopération,
22363,10548,27282,47.339557,2,657.493842,,D 316
22364,15366,25680,0.210274,2,2.920474,,
22365,15903,12518,4.492852,3,62.400724,,
22366,18138,19918,15.435989,2,214.388742,Rue Saint-Martin,D 21
22367,22085,26979,26.238499,2,364.423601,,D 922
22368,25512,17959,4.924636,2,68.397718,,D 57
22369,28680,28678,3.937191,2,54.683204,,
22370,5509,5602,4.893102,2,67.959746,Avenue Maurice Berteaux,D 308
22371,24034,24032,1.256918,2,17.457201,,
22372,27049,27050,3.142152,2,43.641001,,
22373,28686,3835,3.599258,3,49.989698,Rue du Commandant René Mouchotte,
22374,30258,30262,7.842220,2,108.919717,Chemin des Fossettes,
22375,11097,11104,40.730076,2,565.695497,,
22376,14954,14947,41.372607,2,574.619543,,
22377,28520,2184,0.656673,2,9.120454,,
22378,29034,15363,66.124350,2,918.393754,Rue de Combs-la-Ville,D 330
22379,32299,22017,137.065191,2,1903.683207,,D 31
22380,13769,27534,9.310067,2,129.306490,,
22381,14457,14446,2.641388,2,36.685945,,
22382,17076,17034,3.006880,2,41.762220,,D 96
22383,20974,9498,3.603620,2,50.050271,,
22384,21504,21505,0.648337,2,9.004676,Rue de Fourqueux,D 98
22385,13199,13196,1.219241,2,16.933901,,
22386,228,451,23.497756,2,326.357727,,A 126
22387,19212,7843,1.372206,2,19.058417,Rue Guynemer,
22388,23144,23145,51.174910,2,710.762644,,D 97
22389,28168,28169,0.585924,2,8.137835,Boulevard de la Crête,
22390,13559,13562,2.043679,2,28.384437,,
22391,29299,29310,2.829438,2,39.297744,Place de la Paix Céleste,
22392,2747,14080,27.950419,2,388.200260,Avenue de la Paix et de l'Amitié entre les Peuples,D 145
22393,16590,31451,16.933846,2,235.192302,Rue Charles Van Wyngene,
22394,3613,3615,1.500599,2,20.841650,,
22395,9291,9298,2.507461,2,34.825847,,
22396,18162,12315,40.970999,2,569.041656,Rue du Général Leclerc,D 14
22397,28910,28906,17.128000,2,237.888884,,D 120
22398,31186,9994,2.989963,0,41.527266,,
22399,9406,14622,1.920003,2,26.666709,Rond-Point du Golf,
22400,10360,10358,231.024729,2,3208.676796,Avenue du Général Einsenhower,D 190
22401,17588,17494,2.958726,2,41.093420,,D 88
22402,18118,18117,0.883608,2,12.272329,,
22403,24942,24939,0.729616,2,10.133561,,
22404,26945,26944,0.638360,2,8.866109,,
22405,32008,32016,2.180102,2,30.279196,Rue du Général Leclerc,D 86
22406,7532,7522,41.684026,2,578.944810,,D 11
22407,8467,10333,10.466550,2,145.368746,Boulevard Gambetta,D 190
22408,14531,25225,2.173137,2,30.182453,,D 4
22409,21526,21529,1.719579,2,23.883045,,
22410,27867,27868,2.372090,2,32.945694,,
22411,32285,15633,105.835058,2,1469.931361,Avenue Foch,RD 436
22412,2874,2872,3.163460,2,43.936944,,D 370
22413,4086,4084,0.499125,2,6.932295,Rue Marat,D 135
22414,7427,22278,4.403492,2,61.159605,Avenue du Luxembourg,
22415,12171,25160,1.668797,2,23.177737,Avenue Olivier d'Ormesson,D 111
22416,18078,21532,1.210329,2,16.810119,,
22417,31431,31133,30.461776,2,423.080228,Avenue du Président Salvador Allende,D 120
22418,11808,8213,71.303520,2,990.326670,,
22419,13189,25466,0.833952,2,11.582667,Rond-Point des Bergères,
22420,22250,24164,1.855126,2,25.765641,Rue de la Fontaine de Ville,
22421,31869,31870,2.497704,2,34.690339,Rue Georges Boucher,
22422,32137,31488,2.560097,2,35.556901,,
22423,9798,9779,169.550699,2,2354.870823,,D 405
22424,14123,15591,10.202066,2,141.695361,,
22425,22681,22679,0.993933,2,13.804628,Place de Mareil,
22426,25652,17210,0.532489,2,7.395674,,
22427,11115,11121,5.370267,2,74.587039,,
22428,20018,20023,0.799814,2,11.108528,,
22429,21031,21032,1.209821,2,16.803063,,
22430,22505,20804,1.762162,2,24.474473,Boulevard Charles de Gaulle,D 94
22431,413,416,5.265732,2,73.135170,,
22432,9068,6488,0.815353,2,11.324354,,
22433,23680,25142,2.343674,2,32.551029,Boulevard Alsace-Lorraine,D 116
22434,26714,800,6.079359,3,84.435541,Rue de Bercy,
22435,26933,26930,5.079680,2,70.551113,,
22436,27614,27934,0.448784,2,6.233108,,
22437,1488,17594,61.200659,2,850.009148,Allée du Bord de l'Eau,D 1
22438,12960,12959,2.484746,2,34.510361,Rond-Point de la Limite,
22439,15768,835,2.472603,3,34.341702,Boulevard du Montparnasse,
22440,31184,31183,9.989902,2,138.748640,,D 61
22441,32229,32228,1.366759,2,18.982757,,
22442,2363,16040,15.586302,2,216.476413,Rue Labélonye,D 321
22443,10358,3914,9.334500,2,129.645832,,D 190
22444,11228,23294,38.931390,0,540.713752,,
22445,15561,15563,2.655415,2,36.880765,,
22446,24849,1372,5.219192,7,72.488782,,N 12
22447,27756,27757,1.028647,2,14.286759,,
22448,28477,28476,1.010946,2,14.040921,Place du Docteur Bihorel,
22449,28828,28827,1.693758,2,23.524423,,
22450,30747,30746,2.979560,2,41.382779,Carrefour des Six Routes,
22451,5477,5483,1.000981,2,13.902517,Avenue du Pasteur Martin Luther King,
22452,21688,21690,5.338361,3,74.143903,Boulevard Brune,
22453,22253,24270,2.117851,2,29.414598,,D 131
22454,22650,22651,3.237261,2,44.961958,,D 67c
22455,23837,23838,8.026293,2,111.476288,Rue Francis Perrin,D 128
22456,30656,25963,37.898851,2,526.372936,Avenue le Foll,D 136
22457,4420,215,63.061753,1,875.857681,Boulevard Périphérique Extérieur,
22458,5370,2164,98.165400,7,1363.408336,La Francilienne,N 104
22459,18749,22447,1.088665,2,15.120354,,
22460,15820,13196,129.014446,2,1791.867308,Avenue du Général de Gaulle,D 5
22461,19010,13709,105.307008,2,1462.597332,,N 191
22462,2508,2507,3.345197,2,46.461076,Place des Yvelines - Jehan Despert,
22463,6902,1558,4.676599,2,64.952761,Avenue Berlioz,
22464,14369,19599,28.445162,2,395.071689,Avenue Louis Lachenal,
22465,23498,22044,4.585442,2,63.686700,,
22466,31427,6250,1.565308,2,21.740395,,
22467,5637,6841,12.444258,3,172.836920,Avenue Duquesne,
22468,15018,12548,16.838361,2,233.866128,Boulevard Charles de Gaulle,D 992
22469,16174,16172,23.352155,2,324.335484,Rue de Persan,
22470,18654,19083,11.327123,2,157.321150,Rue Berthie Albrecht,D 109
22471,20528,26209,0.891797,2,12.386074,Rue Gambetta,D 37
22472,25974,4837,3.311011,2,45.986266,,
22473,8604,21588,1.938009,2,26.916787,Rue de Puiseux,
22474,9907,9916,1.748235,2,24.281046,Rond-Point de Grignon,
22475,11142,11144,2.135222,2,29.655857,,
22476,18792,18788,2.762488,2,38.367892,,
22477,9766,8394,23.127726,2,321.218419,Avenue de la République,D 20
22478,16534,10058,2.167944,2,30.110333,Avenue Bobby Sand,D 224
22479,18734,18222,66.312095,2,921.001326,,D 909
22480,31155,312,2.587373,2,35.935743,Avenue du Capitaine Tarron,
22481,2745,2747,1.294132,2,17.974059,Rond-Point du Colonel Grancey,
22482,11436,11439,0.498118,2,6.918307,,
22483,12181,24476,0.680677,2,9.453848,,
22484,14258,14253,6.673911,2,92.693207,,
22485,14990,14992,2.823856,2,39.220216,Avenue Kellermann,D 109
22486,15390,15377,115.562558,2,1605.035523,Rue de Ferland,D 110
22487,20743,20741,17.969697,2,249.579121,Avenue Georges Gosnat,D 50
