num,lon,lat
6032,2.457023,48.614452
6033,2.457060,48.614271
6034,2.173627,48.714995
6035,2.457354,48.614357
6036,2.348087,48.481856
6037,2.002747,48.819560
6038,2.457228,48.615096
6039,2.457477,48.614887
6040,2.451216,48.610883
6041,2.346896,48.481430
6042,2.174468,48.715803
6043,2.533037,48.831929
6044,1.992975,48.783689
6045,2.171429,48.716808
6046,1.992888,48.783543
6047,2.533043,48.831779
6048,2.306799,48.685491
6049,1.999957,48.819961
6050,2.308218,48.684484
6051,1.988958,48.822046
6052,2.311021,48.682573
6053,2.172175,48.714486
6054,1.987340,48.827879
6055,2.533555,48.831788
6056,2.172211,48.714594
6057,2.533540,48.831949
6058,1.988767,48.820697
6059,2.533423,48.832024
6060,2.346919,48.484172
6061,2.172773,48.714858
6062,1.987540,48.827678
6063,1.989097,48.821822
6064,2.533173,48.832025
6065,2.173395,48.714549
6066,2.480051,48.438208
6067,2.001070,48.319003
6068,2.332394,48.670366
6069,2.295020,48.756496
6070,1.989546,48.826239
6071,2.342621,48.487466
6072,2.332826,48.669621
6073,2.172265,48.714221
6074,2.342369,48.487398
6075,2.173014,48.714835
6076,2.349379,48.482770
6077,2.527589,48.827141
6078,2.174944,48.716327
6079,1.987597,48.827767
6080,2.332900,48.666376
6081,2.347526,48.483876
6082,2.527732,48.827502
6083,2.157123,48.428199
6084,1.981112,48.829100
6085,2.333078,48.666296
6086,2.529568,48.827273
6087,1.993792,48.315234
6088,2.174824,48.715546
6089,2.528024,48.827235
6090,2.151563,48.427117
6091,2.492818,48.448158
6092,2.175374,48.715569
6093,2.175679,48.715872
6094,2.290597,48.759336
6095,2.174443,48.715891
6096,1.987238,48.827785
6097,1.998524,48.820798
6098,2.529685,48.829582
6099,2.302038,48.672277
6100,2.089647,48.723201
6101,1.976504,48.828595
6102,2.309001,48.670685
6103,1.975955,48.828484
6104,2.293537,48.760893
6105,1.978920,48.829031
6106,1.921873,48.763116
6107,2.174486,48.714755
6108,2.297906,48.761254
6109,1.921372,48.763027
6110,1.976383,48.828825
6111,2.520886,48.457287
6112,2.527556,48.825331
6113,1.921463,48.763179
6114,2.521520,48.457524
6115,2.521116,48.457512
6116,1.916667,48.763904
6117,2.540335,48.826622
6118,2.450602,48.401157
6119,2.040146,48.786016
6120,1.916259,48.763984
6121,2.540281,48.826737
6122,2.037934,48.788531
6123,2.449524,48.400775
6124,1.914436,48.764241
6125,2.299734,48.762050
6126,2.450647,48.400938
6127,2.069577,48.703087
6128,1.999638,48.820021
6129,2.664055,48.880747
6130,2.293640,48.761131
6131,1.907169,48.765683
6132,2.003862,48.819617
6133,2.495824,48.849247
6134,2.549954,48.826811
6135,2.550232,48.826734
6136,2.221755,48.750343
6137,2.431618,48.464190
6138,2.540402,48.826748
6139,2.039739,48.787353
6140,2.041051,48.787157
6141,2.087611,48.719360
6142,2.295816,48.761205
6143,1.968752,48.827497
6144,2.227483,48.772054
6145,1.968802,48.827266
6146,1.968367,48.827289
6147,1.968554,48.827530
6148,1.968838,48.827414
6149,1.975843,48.828662
6150,2.544291,48.827679
6151,2.230089,48.767286
6152,2.152734,48.945769
6153,2.317510,48.758629
6154,2.152285,48.945532
6155,2.318502,48.759611
6156,2.553311,48.825216
6157,2.319149,48.760487
6158,1.964516,48.827434
6159,1.964484,48.827162
6160,2.319162,48.760831
6161,1.892831,48.780311
6162,1.968348,48.827406
6163,1.892484,48.780398
6164,2.039172,48.787075
6165,2.498827,48.841419
6166,1.956751,48.827647
6167,2.498016,48.840981
6168,2.567904,48.829107
6169,2.498888,48.841483
6170,1.963602,48.827454
6171,2.322774,48.754435
6172,1.899708,48.789185
6173,2.567601,48.829128
6174,1.956551,48.827100
6175,2.550305,48.826865
6176,1.963606,48.827181
6177,2.498390,48.847276
6178,2.425167,48.473748
6179,2.327493,48.754988
6180,1.899646,48.798681
6181,2.324681,48.754208
6182,1.899499,48.798510
6183,2.492870,48.838295
6184,2.487010,48.838328
6185,2.328846,48.756835
6186,2.174437,48.695581
6187,2.488750,48.838218
6188,2.489060,48.838175
6189,2.327324,48.755040
6190,2.558820,48.830076
6191,2.484284,48.838034
6192,2.122949,48.927879
6193,2.328868,48.757331
6194,1.900472,48.802524
6195,2.173914,48.695535
6196,2.329450,48.757599
6197,2.178869,48.684725
6198,2.481016,48.840081
6199,1.934120,48.760058
6200,2.478477,48.402584
6201,2.328975,48.757658
6202,2.478033,48.402265
6203,1.921847,48.762947
6204,2.114450,48.922256
6205,2.499509,48.730022
6206,2.472530,48.846337
6207,2.471785,48.403115
6208,2.627695,48.333488
6209,2.329055,48.757978
6210,2.468036,48.845217
6211,2.114388,48.922130
6212,2.499396,48.729727
6213,1.916654,48.763722
6214,2.472120,48.842528
6215,2.471153,48.846919
6216,2.465721,48.843406
6217,1.914813,48.764174
6218,1.916125,48.763786
6219,2.328920,48.757489
6220,2.498674,48.730456
6221,2.304768,48.763096
6222,2.461275,48.848859
6223,1.910508,48.764769
6224,2.481384,48.398239
6225,2.481091,48.397978
6226,2.499268,48.730065
6227,2.308979,48.763868
6228,2.309297,48.763774
6229,2.310349,48.763453
6230,2.499079,48.729953
6231,2.370226,48.882729
6232,2.370048,48.881485
6233,2.361877,48.881432
6234,2.064524,48.688455
6235,2.302279,48.698372
6236,2.474809,48.741530
6237,2.475495,48.741480
6238,2.313108,48.699095
6239,2.603029,48.343133
6240,2.448305,48.393823
6241,2.313408,48.699339
6242,2.685762,48.379282
6243,2.474891,48.611334
6244,2.475046,48.741478
6245,2.474712,48.741311
6246,2.477506,48.609826
6247,2.424029,48.478042
6248,2.314064,48.762093
6249,2.660029,48.365223
6250,2.480265,48.741059
6251,2.471849,48.605464
6252,2.369685,48.661909
6253,2.283224,48.886834
6254,2.366909,48.648013
6255,2.472813,48.739209
6256,2.471476,48.605305
6257,2.318311,48.760647
6258,2.491486,48.861687
6259,2.318946,48.760272
6260,2.465980,48.412637
6261,2.214699,48.664463
6262,2.215529,48.664382
6263,2.491212,48.742301
6264,2.213634,48.664605
6265,2.366630,48.648084
6266,2.465581,48.411892
6267,2.468505,48.617420
6268,2.491386,48.742257
6269,2.512061,48.883209
6270,2.466377,48.411329
6271,2.491442,48.742383
6272,2.485796,48.877522
6273,2.466689,48.411864
6274,2.486310,48.877707
6275,2.370848,48.654686
6276,2.224546,48.660978
6277,2.466373,48.412075
6278,2.224392,48.661085
6279,2.479614,48.611085
6280,2.224246,48.660887
6281,2.494734,48.881001
6282,2.496686,48.883107
6283,2.495497,48.882904
6284,2.479370,48.610938
6285,2.496195,48.881694
6286,1.974803,48.800336
6287,2.526970,48.819245
6288,1.965841,48.799445
6289,2.500444,48.883973
6290,2.497137,48.883188
6291,2.366027,48.647464
6292,2.499499,48.883337
6293,2.499842,48.742825
6294,2.499538,48.883718
6295,2.366595,48.647270
6296,2.497206,48.882183
6297,2.500182,48.742873
6298,2.482956,48.612873
6299,2.520487,48.734397
6300,2.496925,48.883146
6301,2.061070,48.781628
6302,2.511165,48.819867
6303,1.966407,48.799715
6304,2.371516,48.654887
6305,2.519290,48.734101
6306,1.964991,48.799533
6307,2.371052,48.655089
6308,2.475730,48.877307
6309,2.062594,48.785736
6310,2.476636,48.877261
6311,2.519786,48.816860
6312,2.519959,48.816930
6313,2.371372,48.654637
6314,2.392845,48.641201
6315,2.484447,48.877385
6316,1.972815,48.800539
6317,2.384253,48.649719
6318,2.385875,48.648154
6319,1.966405,48.800115
6320,2.390072,48.643793
6321,2.499578,48.729837
6322,2.520531,48.734164
6323,2.413841,48.369443
6324,2.520103,48.734197
6325,2.476660,48.877342
6326,2.475774,48.877396
6327,1.965388,48.800408
6328,2.519695,48.734845
6329,1.968300,48.800339
6330,1.961704,48.799688
6331,2.499427,48.816736
6332,2.483349,48.884666
6333,1.964724,48.801205
6334,2.383185,48.649096
6335,2.387144,48.370211
6336,2.479949,48.885198
6337,2.243491,48.737167
6338,1.958320,48.799835
6339,2.282793,48.853663
6340,2.284368,48.854895
6341,2.511260,48.813464
6342,2.285209,48.855393
6343,2.244156,48.737029
6344,2.382932,48.649016
6345,2.245499,48.736968
6346,2.485046,48.819762
6347,2.341745,48.760636
6348,2.122881,48.927824
6349,2.483399,48.819929
6350,2.243384,48.736920
6351,2.285363,48.855719
6352,2.114671,48.922352
6353,2.484084,48.820032
6354,2.286550,48.856563
6355,2.241659,48.736678
6356,2.468104,48.623262
6357,2.243537,48.737007
6358,2.190955,48.665954
6359,2.363326,48.743854
6360,2.242326,48.656072
6361,2.242364,48.655742
6362,2.195273,48.670956
6363,2.242532,48.655720
6364,2.383407,48.649402
6365,2.242723,48.655783
6366,2.468358,48.623315
6367,2.383289,48.649642
6368,2.365775,48.745202
6369,2.242737,48.656036
6370,2.391578,48.392441
6371,2.336098,48.767046
6372,2.167083,48.692582
6373,2.386180,48.649880
6374,2.427797,48.612956
6375,2.387970,48.360225
6376,2.338609,48.765090
6377,2.387372,48.649864
6378,2.474004,48.385344
6379,2.340594,48.778420
6380,2.387323,48.650115
6381,2.465201,48.427560
6382,2.499326,48.729164
6383,2.340841,48.761384
6384,2.387673,48.649656
6385,2.338571,48.773033
6386,2.499170,48.729755
6387,2.336118,48.766256
6388,2.486103,48.614685
6389,2.335740,48.766431
6390,2.382976,48.651599
6391,2.486177,48.614429
6392,2.335529,48.766092
6393,2.485929,48.614297
6394,2.215368,48.663798
6395,1.818038,48.651016
6396,2.500387,48.726956
6397,2.388611,48.649963
6398,2.390568,48.360346
6399,2.336462,48.766431
6400,2.462510,48.852391
6401,2.387987,48.649609
6402,2.142928,48.944059
6403,2.470198,48.404628
6404,2.499601,48.723055
6405,2.470160,48.404580
6406,2.394988,48.638514
6407,2.470108,48.404656
6408,2.483794,48.443485
6409,2.394322,48.637899
6410,2.394481,48.638056
6411,2.499561,48.723311
6412,2.341223,48.760656
6413,2.340919,48.761117
6414,2.039895,48.758155
6415,2.341355,48.761136
6416,2.341684,48.760739
6417,1.821036,48.656842
6418,2.216372,48.663664
6419,2.380764,48.370252
6420,2.043181,48.758811
6421,2.402810,48.639130
6422,2.380283,48.370866
6423,2.349318,48.753146
6424,2.491371,48.848931
6425,2.499314,48.723363
6426,2.492589,48.448425
6427,2.472748,48.839923
6428,2.499879,48.721171
6429,2.492530,48.448075
6430,2.349729,48.752972
6431,2.492615,48.448288
6432,2.473066,48.838706
6433,2.349916,48.753199
6434,2.492767,48.448147
6435,2.500584,48.717398
6436,2.349550,48.753352
6437,2.492675,48.448402
6438,1.784732,48.678341
6439,2.500150,48.719365
6440,2.493212,48.448193
6441,2.375791,48.394119
6442,2.499423,48.722972
6443,2.349965,48.753924
6444,2.495481,48.472657
6445,2.347940,48.754138
6446,1.876037,48.817927
6447,2.347248,48.755547
6448,1.764461,48.676679
6449,2.082160,48.745345
6450,1.817910,48.651076
6451,2.067395,48.750545
6452,2.347225,48.754762
6453,2.229186,48.737164
6454,1.760423,48.678085
6455,1.760278,48.678111
6456,2.496388,48.474182
6457,2.346727,48.755444
6458,2.230419,48.737850
6459,2.496179,48.474798
6460,2.140457,48.944586
6461,2.230263,48.737954
6462,2.140237,48.944531
6463,2.140254,48.944441
6464,2.350362,48.754313
6465,2.498179,48.709187
6466,1.820919,48.654706
6467,2.497251,48.476567
6468,2.498836,48.709872
6469,2.416424,48.635839
6470,1.901429,48.821917
6471,1.820922,48.653173
6472,2.140537,48.944490
6473,2.493829,48.479721
6474,2.346493,48.755699
6475,2.413603,48.636127
6476,2.010886,48.800667
6477,2.011068,48.800806
6478,2.346698,48.755474
6479,1.962698,48.799310
6480,1.830645,48.646598
6481,2.061831,48.783943
6482,2.347145,48.755689
6483,1.830549,48.644595
6484,2.010720,48.800675
6485,1.951050,48.796624
6486,2.493374,48.479389
6487,1.820960,48.653064
6488,2.010403,48.799173
6489,1.941236,48.796825
6490,2.455608,48.346845
6491,2.352203,48.753887
6492,1.764612,48.676652
6493,2.061061,48.784043
6494,2.459313,48.346299
6495,2.459433,48.346231
6496,1.930650,48.797743
6497,2.244405,48.659072
6498,2.498299,48.707519
6499,2.347707,48.753381
6500,1.930477,48.797396
6501,2.498439,48.707519
6502,2.010854,48.800988
6503,1.930346,48.797458
6504,2.498542,48.707470
6505,2.011874,48.805953
6506,2.347869,48.753249
6507,1.930317,48.797648
6508,2.498556,48.707310
6509,2.366407,48.846783
6510,1.930990,48.797272
6511,2.527433,48.459878
6512,2.498246,48.707266
6513,2.416820,48.635929
6514,2.498156,48.707359
6515,2.367169,48.845602
6516,2.496184,48.707017
6517,2.310473,48.897453
6518,2.341304,48.753498
6519,2.366876,48.846424
6520,2.310373,48.896945
6521,2.496318,48.706893
6522,1.937037,48.799663
6523,1.930820,48.797493
6524,1.929721,48.798341
6525,2.496056,48.706836
6526,2.496032,48.706972
6527,1.770711,48.693820
6528,2.451476,48.400954
6529,2.361993,48.743225
6530,1.930827,48.797634
6531,2.417130,48.638056
6532,2.496182,48.706086
6533,2.364955,48.736230
6534,2.036615,48.773735
6535,2.365946,48.735240
6536,1.929704,48.798462
6537,2.496265,48.706833
6538,2.467457,48.411730
6539,2.419644,48.640240
6540,2.126411,48.704063
6541,1.767462,48.688227
6542,2.126444,48.703991
6543,1.930498,48.799052
6544,2.245011,48.661277
6545,2.420804,48.643821
6546,2.494280,48.699006
6547,2.059729,48.776554
6548,2.244714,48.661245
6549,2.060246,48.776384
6550,2.313862,48.894231
6551,2.145432,48.713043
6552,2.473279,48.835609
6553,2.244772,48.661173
6554,2.060189,48.776304
6555,2.244876,48.661153
6556,2.059647,48.776428
6557,2.145278,48.714176
6558,2.284346,48.793695
6559,2.244949,48.661169
6560,2.341684,48.760477
6561,2.469831,48.836409
6562,1.930446,48.797733
6563,2.493479,48.702135
6564,2.114232,48.922164
6565,2.245343,48.661279
6566,2.473201,48.838163
6567,1.928964,48.799231
6568,2.537219,48.459008
6569,1.766370,48.686952
6570,2.740479,48.433607
6571,2.242533,48.660892
6572,2.497713,48.696873
6573,2.242749,48.660932
6574,2.244428,48.661149
6575,2.256953,48.668091
6576,2.498380,48.696439
6577,2.525520,48.857764
6578,2.498201,48.696504
6579,2.498312,48.696558
6580,2.526162,48.857388
6581,2.253958,48.648866
6582,2.526671,48.855523
6583,2.502576,48.694827
6584,2.520646,48.858896
6585,2.502468,48.694682
6586,2.513803,48.863299
6587,2.502391,48.694669
6588,2.289553,48.903293
6589,2.456729,48.615833
6590,2.254473,48.648532
6591,2.299278,48.907993
6592,2.502265,48.694906
6593,2.254610,48.648782
6594,2.299949,48.907782
6595,2.501143,48.695235
6596,2.456426,48.615646
6597,2.254284,48.648968
6598,2.456685,48.615472
6599,2.299874,48.908733
6600,2.502185,48.694785
6601,2.312797,48.912756
6602,2.456971,48.615630
6603,2.183338,48.952531
6604,2.526251,48.857888
6605,2.312870,48.910634
6606,2.309726,48.914929
6607,2.018238,48.780914
6608,2.250730,48.651662
6609,2.309511,48.913935
6610,1.891829,48.819693
6611,2.311276,48.914482
6612,2.513682,48.696057
6613,2.461384,48.611353
6614,2.310621,48.914610
6615,2.253632,48.649365
6616,2.461487,48.611246
6617,2.308628,48.916298
6618,2.457392,48.878073
6619,2.026320,48.781025
6620,2.707204,48.469039
6621,2.308139,48.917602
6622,2.027395,48.779932
6623,2.462184,48.610895
6624,2.243529,48.655290
6625,2.312670,48.903043
6626,2.313262,48.903216
6627,2.242122,48.655597
6628,2.313170,48.903013
6629,2.275057,48.648202
6630,2.461195,48.611552
6631,2.026288,48.779304
6632,2.026900,48.779940
6633,2.462457,48.814261
6634,2.025992,48.779707
6635,2.274801,48.647864
6636,2.461445,48.814853
6637,2.027577,48.780119
6638,2.461725,48.611067
6639,2.461291,48.814863
6640,2.275494,48.647475
6641,2.458896,48.816091
6642,2.318027,48.902143
6643,2.458663,48.815859
6644,2.528640,48.869758
6645,2.316498,48.900594
6646,2.275970,48.647714
6647,2.515217,48.696582
6648,2.451514,48.619691
6649,2.316399,48.901118
6650,2.313420,48.858396
6651,2.275893,48.648120
6652,2.027728,48.779702
6653,2.455866,48.616234
6654,2.026700,48.780747
6655,2.453470,48.618507
6656,2.464614,48.510260
6657,2.329588,48.859666
6658,1.962148,48.782941
6659,2.329663,48.859430
6660,1.962275,48.782945
6661,2.519144,48.697664
6662,2.330262,48.860586
6663,1.962288,48.783024
6664,1.962113,48.782997
6665,2.451621,48.620287
6666,2.519164,48.697553
6667,2.121502,48.749116
6668,2.529696,48.873852
6669,2.120798,48.749940
6670,2.451087,48.620082
6671,1.958747,48.777819
6672,2.471793,48.400799
6673,2.305626,48.763306
6674,2.531869,48.683901
6675,2.526018,48.875403
6676,2.470136,48.401783
6677,2.451926,48.619854
6678,2.480504,48.398245
6679,2.445076,48.625408
6680,2.532237,48.683340
6681,1.958416,48.777995
6682,2.481421,48.398623
6683,2.481659,48.398182
6684,2.456494,48.810526
6685,1.958550,48.778432
6686,2.481409,48.397787
6687,2.481983,48.397515
6688,2.525569,48.689816
6689,2.533777,48.879457
6690,2.481726,48.397901
6691,2.455082,48.527866
6692,1.959139,48.778464
6693,2.535015,48.882729
6694,2.535576,48.883814
6695,2.441414,48.628613
6696,2.525476,48.691019
6697,2.525646,48.690996
6698,2.531609,48.883764
6699,2.440304,48.629738
6700,2.525727,48.690898
6701,2.309143,48.763236
6702,1.961805,48.792830
6703,2.530866,48.883771
6704,1.962186,48.792914
6705,2.174323,48.780112
6706,2.509822,48.526835
6707,2.120554,48.742978
6708,2.525605,48.690766
6709,2.509580,48.526623
6710,2.432209,48.637555
6711,1.960501,48.790959
6712,2.424242,48.643088
6713,2.181601,48.780288
6714,1.961594,48.792922
6715,2.178372,48.780414
6716,2.422060,48.644498
6717,2.467033,48.408031
6718,2.514164,48.882835
6719,2.525435,48.690769
6720,2.466068,48.393257
6721,2.422023,48.645107
6722,2.525583,48.691606
6723,2.465989,48.393104
6724,2.421590,48.644764
6725,1.963761,48.795953
6726,2.120588,48.749780
6727,1.963650,48.795433
6728,2.584733,48.493993
6729,2.500275,48.886481
6730,2.424833,48.642419
6731,2.119898,48.742345
6732,2.499894,48.886551
6733,2.525532,48.695922
6734,1.964043,48.795870
6735,2.119585,48.742166
6736,1.970975,48.800166
6737,2.119411,48.742169
6738,2.432501,48.637039
6739,2.119113,48.742504
6740,2.490040,48.521167
6741,2.119268,48.742652
6742,2.525356,48.696094
6743,2.505321,48.887503
6744,2.119704,48.742671
6745,2.519492,48.697742
6746,2.440670,48.629097
6747,1.965095,48.797214
6748,2.119917,48.742465
6749,2.515425,48.531733
6750,1.963447,48.795516
6751,2.118582,48.741749
6752,2.495780,48.889655
6753,1.962103,48.793275
6754,2.421861,48.644524
6755,1.961840,48.793314
6756,1.964126,48.777694
6757,2.119161,48.742288
6758,2.508901,48.886648
6759,2.523210,48.697582
6760,1.971742,48.779633
6761,2.444625,48.885817
6762,1.959325,48.778348
6763,2.527048,48.535718
6764,2.527298,48.535925
6765,2.424046,48.631128
6766,2.519566,48.697569
6767,2.448334,48.886668
6768,2.536438,48.685335
6769,1.969926,48.776704
6770,2.536573,48.685033
6771,1.974729,48.775574
6772,2.051589,48.680135
6773,2.112613,48.740607
6774,1.976544,48.775429
6775,2.050147,48.678246
6776,2.452930,48.890188
6777,1.976310,48.774983
6778,2.419613,48.632214
6779,1.977091,48.774753
6780,1.977385,48.775279
6781,2.389595,48.425084
6782,2.434051,48.630818
6783,2.297258,48.913564
6784,2.388748,48.424827
6785,2.434275,48.630818
6786,1.972844,48.776036
6787,2.534059,48.687434
6788,2.434458,48.630920
6789,2.388256,48.424784
6790,2.434488,48.631084
6791,1.967426,48.777305
6792,2.388231,48.424578
6793,2.534431,48.687258
6794,1.959999,48.778151
6795,2.388382,48.424479
6796,1.959400,48.778100
6797,2.388842,48.424695
6798,2.108940,48.739187
6799,2.440854,48.884077
6800,2.387227,48.424111
6801,2.139030,48.944331
6802,2.449377,48.878675
6803,2.536285,48.687083
6804,2.374981,48.422401
6805,2.533964,48.687558
6806,2.373998,48.422452
6807,2.103714,48.732994
6808,2.536322,48.696699
6809,2.373705,48.422080
6810,2.536772,48.697365
6811,2.533018,48.688623
6812,1.968292,48.777157
6813,2.374241,48.422126
6814,1.970746,48.778188
6815,2.374154,48.422408
6816,2.475312,48.877444
6817,2.297277,48.913904
6818,2.374049,48.421995
6819,2.102511,48.732868
6820,2.530349,48.688974
6821,2.373632,48.422825
6822,2.434262,48.631239
6823,2.530562,48.689493
6824,2.471981,48.611553
6825,2.105513,48.732417
6826,2.474247,48.611827
6827,2.126194,48.943008
6828,2.307379,48.828638
6829,2.235410,48.888651
6830,2.534528,48.691278
6831,2.434828,48.634910
6832,2.131352,48.943661
6833,2.305049,48.753443
6834,2.131971,48.943733
6835,2.132083,48.943767
6836,1.955228,48.771230
6837,2.524990,48.840800
6838,2.310046,48.851733
6839,2.534868,48.692057
6840,1.953667,48.769320
6841,2.312368,48.850250
6842,1.953615,48.769605
6843,1.952192,48.767630
6844,2.470090,48.403204
6845,2.470403,48.403193
6846,1.952271,48.767367
6847,2.088294,48.720636
6848,1.951845,48.767644
6849,2.475596,48.877548
6850,1.947063,48.763328
6851,1.947527,48.763140
6852,2.475580,48.877245
6853,1.946732,48.762999
6854,2.541040,48.700613
6855,2.429665,48.872492
6856,1.947006,48.763319
6857,1.947354,48.759480
6858,2.524852,48.840698
6859,2.431107,48.871093
6860,2.431853,48.870490
6861,2.524646,48.840835
6862,1.952752,48.759682
6863,2.524689,48.840888
6864,1.958837,48.775914
6865,2.521214,48.457615
6866,2.479682,48.872927
6867,2.411869,48.833871
6868,1.959177,48.777873
6869,2.434183,48.867319
6870,2.541296,48.700370
6871,2.415306,48.843849
6872,2.521247,48.457371
6873,2.315586,48.744963
6874,1.958676,48.775956
6875,2.521447,48.457392
6876,1.958078,48.774966
6877,2.430918,48.871007
6878,1.956089,48.771893
6879,2.521410,48.457620
6880,2.336308,48.824239
6881,1.955635,48.771621
6882,2.335112,48.827431
6883,1.955967,48.771483
6884,1.958454,48.775726
6885,2.517482,48.460690
6886,1.958685,48.775629
6887,2.309275,48.747959
6888,2.524370,48.840493
6889,2.307413,48.748615
6890,1.955639,48.771074
6891,2.544961,48.702720
6892,2.519847,48.456827
6893,2.524469,48.453802
6894,2.442597,48.871848
6895,2.398730,48.890434
6896,2.441926,48.871860
6897,2.545676,48.702033
6898,2.318685,48.899771
6899,1.953473,48.769380
6900,2.521709,48.457694
6901,2.091911,48.731234
6902,2.444411,48.872112
6903,2.445035,48.872427
6904,1.951863,48.767288
6905,2.281514,48.933889
6906,2.279712,48.935828
6907,1.951726,48.767379
6908,2.092760,48.733398
6909,2.273258,48.926920
6910,2.542188,48.707623
6911,2.563113,48.409277
6912,2.296869,48.911622
6913,2.542289,48.707465
6914,1.946266,48.760105
6915,2.491353,48.852059
6916,1.946120,48.760058
6917,2.562873,48.409097
6918,2.493485,48.848731
6919,2.281746,48.934420
6920,2.284069,48.935136
6921,1.946044,48.760349
6922,2.563010,48.408973
6923,1.946259,48.760311
6924,2.563131,48.408959
6925,1.946758,48.758843
6926,2.280962,48.936013
6927,2.483394,48.560347
6928,2.535977,48.717424
6929,2.563344,48.409149
6930,2.439840,48.599315
6931,1.944075,48.755884
6932,2.440750,48.597561
6933,1.946238,48.759922
6934,2.562733,48.408849
6935,1.946423,48.759858
6936,2.564590,48.410951
6937,2.287038,48.935936
6938,2.185911,48.433684
6939,1.994482,48.783133
6940,2.186001,48.433634
6941,1.993691,48.783496
6942,2.564913,48.411951
6943,1.993608,48.783360
6944,2.005794,48.779683
6945,2.446720,48.589728
6946,2.088224,48.720083
6947,2.186568,48.433625
6948,2.006668,48.779147
6949,2.534782,48.718304
6950,2.442246,48.591875
6951,2.533760,48.719700
6952,2.509150,48.861348
6953,2.088044,48.719683
6954,2.620854,48.417352
6955,2.186691,48.434180
6956,2.087788,48.719744
6957,2.559565,48.841348
6958,2.534044,48.719083
6959,2.087734,48.720023
6960,2.559538,48.841115
6961,2.037299,48.707327
6962,2.037999,48.709384
6963,2.419956,48.824074
6964,2.200277,48.434977
6965,2.087992,48.720127
6966,2.559468,48.840546
6967,2.230074,48.891356
6968,2.559252,48.840516
6969,2.559211,48.840378
6970,2.187530,48.434089
6971,2.051354,48.850478
6972,2.186766,48.433759
6973,2.559442,48.843347
6974,2.333725,48.816759
6975,2.185864,48.434149
6976,2.044554,48.852417
6977,2.533451,48.722441
6978,2.184972,48.433805
6979,2.550955,48.840488
6980,2.550941,48.840339
6981,2.550756,48.840255
6982,2.440559,48.591624
6983,2.550477,48.840496
6984,2.440560,48.591399
6985,2.516494,48.870959
6986,2.515443,48.871353
6987,2.561135,48.849440
6988,2.163749,48.436815
6989,2.439577,48.591359
6990,2.530978,48.727179
6991,2.163028,48.437390
6992,2.531155,48.727549
6993,2.439565,48.591594
6994,2.554324,48.850332
6995,2.006978,48.859087
6996,2.530515,48.727627
6997,2.531110,48.727457
6998,2.446106,48.590740
6999,2.444598,48.592783
7000,2.200633,48.913221
7001,2.136414,48.441957
7002,2.133411,48.808914
7003,2.552197,48.850203
7004,2.553185,48.850262
7005,1.969445,48.866734
7006,1.966971,48.867152
7007,1.995338,48.829872
7008,2.137089,48.441639
7009,2.561662,48.849320
7010,2.137173,48.441847
7011,1.965828,48.867698
7012,1.995319,48.830010
7013,1.990615,48.827601
7014,2.136350,48.441783
7015,1.964653,48.868210
7016,2.440898,48.598257
7017,1.963266,48.868791
7018,1.992562,48.828521
7019,2.441891,48.597238
7020,2.093860,48.939434
7021,1.962901,48.868953
7022,2.439731,48.599843
7023,1.963011,48.869049
7024,2.137590,48.441662
7025,2.158833,48.798779
7026,2.163138,48.437155
7027,2.153719,48.798346
7028,2.093869,48.900885
7029,2.153438,48.798335
7030,2.163222,48.437006
7031,2.153713,48.798423
7032,2.171518,48.799359
7033,2.491738,48.474665
7034,2.163247,48.437226
7035,2.085031,48.921423
7036,2.163478,48.437067
7037,1.930269,48.799014
7038,2.073852,48.899751
7039,1.930443,48.799022
7040,1.987051,48.827524
7041,2.074311,48.910226
7042,1.987346,48.827644
7043,2.075364,48.909518
7044,1.930133,48.799266
7045,1.990068,48.825397
7046,2.442967,48.596921
7047,2.074380,48.910414
7048,2.428006,48.604951
7049,2.073882,48.910669
7050,2.434907,48.600473
7051,2.073514,48.899395
7052,2.774395,48.465166
7053,2.429671,48.603799
7054,1.987913,48.826047
7055,2.436248,48.599248
7056,2.442611,48.597702
7057,1.987234,48.827710
7058,1.990241,48.825560
7059,2.436865,48.598082
7060,1.990396,48.825420
7061,1.987878,48.826293
7062,2.294593,48.798314
7063,2.436843,48.596425
7064,1.987591,48.826277
7065,2.234434,48.776621
7066,2.294447,48.798511
7067,2.298505,48.896766
7068,2.097977,48.939623
7069,1.600241,48.791665
7070,2.296851,48.797688
7071,2.435426,48.593513
7072,2.298730,48.797166
7073,1.985362,48.824443
7074,2.434453,48.593368
7075,1.601280,48.793964
7076,2.433931,48.592828
7077,1.985515,48.824718
7078,1.985426,48.824562
7079,1.923148,48.886358
7080,1.601793,48.794447
7081,2.298258,48.807128
7082,1.952965,48.827029
7083,1.601564,48.794493
7084,1.954188,48.827101
7085,1.601549,48.794201
7086,2.434750,48.592158
7087,1.601851,48.794329
7088,1.954898,48.827420
7089,2.553910,48.475527
7090,2.298499,48.807311
7091,1.602611,48.794350
7092,2.081639,48.893481
7093,1.601455,48.794451
7094,1.601390,48.794336
7095,2.582989,48.493353
7096,2.302636,48.811109
7097,2.435207,48.594313
7098,2.465100,48.418672
7099,2.099640,48.886872
7100,2.287927,48.794496
7101,1.614072,48.793775
7102,1.618532,48.793200
7103,1.945937,48.825939
7104,1.618193,48.793297
7105,2.465083,48.427331
7106,2.095992,48.938624
7107,2.097093,48.887509
