num,lon,lat
186,2.220561,48.746543
187,2.231416,48.734435
188,2.229612,48.736330
189,2.025165,48.796665
190,1.999663,48.798648
191,1.996566,48.798784
192,1.960339,48.799458
193,1.677726,48.796319
194,1.629350,48.790439
195,2.643240,48.372660
196,2.720007,48.369571
197,2.219186,48.747698
198,2.220973,48.745464
199,2.309913,48.708132
200,2.218024,48.748131
201,2.310500,48.708086
202,2.212192,48.749154
203,2.308492,48.712019
204,2.306251,48.712445
205,2.296973,48.715923
206,2.273377,48.727895
207,2.315108,48.840392
208,2.161325,48.765213
209,2.333521,48.911874
210,2.333706,48.911630
211,2.332689,48.908377
212,2.331994,48.906484
213,2.330580,48.902208
214,2.300988,48.892282
215,2.303786,48.893534
216,2.483206,48.971098
217,2.272223,48.737074
218,2.272462,48.737868
219,2.272065,48.737777
220,2.272092,48.737533
221,2.265966,48.732582
222,2.473175,48.957088
223,2.255152,48.731190
224,2.242813,48.731380
225,2.135684,48.797164
226,2.242660,48.730949
227,2.138980,48.795655
228,2.225746,48.719581
229,2.492708,48.972681
230,2.500553,48.981538
231,2.267275,48.716274
232,2.270222,48.719040
233,2.150068,48.788011
234,2.273309,48.720646
235,2.146063,48.791679
236,2.508729,48.988020
237,2.509588,48.989141
238,2.151414,48.786420
239,2.514629,49.010901
240,2.503064,48.985114
241,2.152551,48.785994
242,2.479148,48.968682
243,2.556697,49.007969
244,2.150508,48.787505
245,2.147218,48.787253
246,2.468270,48.961128
247,2.171995,48.780940
248,2.133203,48.787426
249,2.137857,48.788246
250,2.473757,48.954804
251,2.002236,49.058558
252,2.518570,48.998376
253,1.925147,49.084731
254,1.912534,49.090845
255,1.846912,49.129876
256,1.880524,49.108623
257,2.461075,48.956755
258,2.475565,48.965128
259,1.926724,49.084301
260,2.316212,48.839339
261,2.481289,48.969098
262,1.967679,49.070518
263,2.471286,48.962709
264,2.467879,48.960313
265,2.470196,48.961818
266,2.471044,48.962125
267,2.473190,48.959335
268,2.472869,48.961896
269,2.469568,48.960968
270,1.879233,49.108857
271,2.076942,49.038780
272,2.069600,49.035702
273,2.473634,49.032611
274,2.473452,49.032616
275,2.077266,49.038930
276,2.077750,49.039092
277,2.080647,49.040559
278,2.076267,49.044385
279,2.080878,49.041992
280,2.081479,49.041742
281,2.080926,49.040601
282,2.486828,48.974529
283,2.081969,49.041654
284,2.081875,49.041396
285,2.481730,48.975915
286,2.081258,49.041419
287,2.076828,49.038907
288,2.484108,48.974963
289,2.076956,49.039037
290,2.077092,49.039048
291,2.074311,49.043878
292,2.074695,49.044691
293,2.072342,49.047123
294,2.429441,48.942289
295,2.429901,48.942205
296,2.484848,48.972528
297,2.425507,48.940900
298,2.329456,48.899013
299,2.329015,48.897724
300,2.504012,48.969627
301,2.258959,48.708104
302,2.222780,48.777642
303,2.258044,48.707569
304,2.258525,48.707320
305,2.489514,48.973906
306,2.174043,48.780712
307,2.259178,48.707512
308,2.488262,48.973712
309,2.174110,48.781257
310,2.173770,48.782173
311,2.173936,48.782339
312,2.190496,48.780271
313,2.300326,48.730255
314,2.492783,48.973008
315,2.259213,48.706267
316,2.256249,48.704363
317,2.491519,48.975730
318,2.492190,48.631457
319,2.318973,48.866097
320,2.221954,48.777712
321,2.474151,48.950290
322,2.496465,48.631301
323,2.496775,48.631130
324,2.497556,48.632217
325,2.485206,48.975081
326,2.490476,48.975943
327,2.512428,48.967143
328,2.532880,48.683203
329,2.436211,48.943655
330,2.221725,48.777299
331,2.536437,48.684705
332,2.222626,48.777218
333,2.223842,48.776762
334,2.513050,48.966692
335,2.415115,48.938279
336,2.370967,48.715032
337,2.131687,48.801334
338,2.485782,48.951184
339,2.501134,48.636948
340,2.486194,48.951362
341,2.222753,48.775397
342,2.501364,48.637137
343,2.221482,48.776575
344,2.485862,48.951894
345,2.501104,48.637379
346,2.485338,48.952005
347,2.501045,48.637939
348,2.484996,48.951892
349,2.462495,48.884125
350,2.383887,48.710638
351,2.484934,48.951801
352,2.485223,48.951300
353,2.487310,48.951385
354,2.387459,48.934076
355,2.469251,48.899030
356,2.229385,48.776088
357,2.387436,48.933947
358,2.231326,48.776145
359,2.509053,48.954179
360,2.470899,48.902987
361,2.509733,48.954102
362,2.510096,48.954397
363,2.237751,48.775702
364,2.380934,48.933835
365,2.509969,48.954751
366,2.222540,48.777848
367,2.215233,48.777895
368,2.378054,48.933510
369,2.481019,48.924924
370,2.375878,48.932927
371,2.227832,48.776257
372,2.484325,48.971113
373,2.517085,48.659828
374,2.519381,48.661292
375,2.172132,48.781089
376,2.222374,48.774502
377,2.536897,48.959325
378,2.525813,48.664838
379,2.222563,48.774348
380,2.526474,48.665246
381,2.321557,48.742079
382,2.710747,48.396552
383,2.535168,48.958746
384,2.219855,48.776095
385,2.708656,48.399140
386,2.709290,48.399349
387,2.308983,48.701551
388,2.219346,48.775675
389,2.219492,48.775531
390,2.508166,48.989209
391,2.314914,48.697641
392,2.188507,48.707133
393,2.188724,48.707302
394,2.220621,48.775601
395,2.188223,48.707281
396,2.341010,48.675491
397,2.221557,48.775809
398,2.501832,48.983137
399,2.527334,48.678047
400,2.527447,48.678139
401,2.527435,48.678242
402,2.537837,48.683103
403,2.191770,48.700455
404,2.537906,48.682899
405,2.191632,48.700469
406,2.191610,48.700445
407,2.495007,48.978129
408,2.538118,48.683001
409,2.538062,48.683097
410,2.191763,48.700393
411,2.495835,48.979466
412,2.392516,48.825085
413,2.513773,48.995791
414,2.392788,48.827200
415,2.536698,48.684803
416,2.513562,48.996428
417,2.576615,48.972833
418,2.536331,48.685027
419,2.515161,48.997282
420,2.536200,48.684891
421,2.166415,48.725004
422,2.391952,48.827072
423,2.229055,48.772460
424,2.532566,48.683475
425,2.389449,48.826801
426,2.514941,48.995131
427,2.190788,48.707219
428,1.966595,48.762941
429,2.532711,48.683448
430,2.192373,48.695474
431,2.393112,48.825013
432,2.588085,48.977865
433,2.244727,48.772213
434,2.231353,48.776848
435,2.166432,48.798628
436,2.192732,48.703665
437,1.993772,48.773717
438,2.584428,48.976400
439,2.192288,48.703549
440,2.392784,48.825058
441,2.393739,48.827784
442,2.413399,48.854562
443,2.588155,48.974151
444,2.414434,48.854481
445,2.217549,48.718941
446,2.414664,48.854245
447,2.414572,48.853752
448,2.589447,48.973747
449,1.843994,48.647970
450,2.401266,48.829507
451,2.229504,48.720862
452,2.218645,48.747798
453,2.371033,48.869993
454,2.508230,48.986475
455,2.252290,48.851525
456,1.879398,48.464413
457,2.346871,48.782206
458,1.847700,48.486058
459,2.101514,48.733102
460,2.253177,48.849004
461,1.834204,48.507854
462,2.135776,48.441979
463,2.179381,48.798761
464,2.179604,48.798877
465,2.256571,48.847950
466,2.096626,48.740133
467,2.530448,49.013100
468,2.531108,49.014716
469,2.535718,49.008664
470,2.329921,48.860926
471,2.530323,49.011606
472,2.181009,48.800071
473,2.082329,48.745550
474,2.082204,48.745267
475,2.333352,48.860112
476,2.067705,48.750775
477,2.221967,48.787498
478,2.335271,48.862721
479,1.957598,48.448883
480,2.221856,48.786677
481,2.221508,48.786154
482,2.220691,48.786478
483,2.267446,48.935986
484,2.209676,48.787851
485,2.056745,48.759253
486,2.529606,49.010832
487,2.529958,49.012988
488,2.266756,48.935839
489,2.549483,48.411499
490,2.714942,48.271461
491,2.266929,48.935658
492,2.215031,48.784351
493,2.347272,48.857201
494,2.267442,48.935739
495,2.169160,48.780499
496,2.349551,48.857237
497,2.156312,48.889855
498,2.150154,48.891097
499,2.132887,48.894386
500,2.261176,48.935800
501,2.351227,48.857526
502,2.119983,48.896793
503,2.116541,48.897437
504,2.110069,48.897870
505,2.278583,48.938108
506,2.107321,48.897851
507,2.169209,48.780356
508,2.278586,48.937809
509,2.174602,48.779279
510,2.101765,48.897839
511,2.278251,48.937719
512,2.315023,48.856168
513,2.277932,48.937961
514,2.036921,48.776053
515,2.040612,48.783183
516,2.098522,48.894770
517,2.035866,48.773871
518,2.093499,48.899463
519,2.294854,48.941582
520,2.357265,48.826191
521,2.312431,48.858443
522,2.093166,48.897908
523,2.037165,48.775991
524,2.350375,48.825810
525,2.040753,48.783250
526,2.088177,48.900254
527,2.525942,48.999751
528,2.174841,48.779573
529,2.319251,48.830524
530,2.340866,48.865823
531,2.073911,48.901503
532,2.303401,48.939884
533,2.314145,48.831816
534,2.341488,48.865679
535,2.296423,48.837212
536,2.171020,48.780109
537,2.524791,49.009993
538,2.291989,48.839266
539,2.171438,48.779734
540,2.302468,48.933496
541,2.032890,48.767633
542,2.276932,48.846082
543,2.032760,48.767437
544,2.273719,48.847428
545,2.169095,48.780294
546,2.529827,49.014245
547,2.269883,48.848233
548,2.301768,48.933070
549,2.301976,48.932917
550,2.259796,48.847917
551,2.258549,48.847901
552,2.418959,48.927603
553,2.302734,48.933181
554,2.264662,48.857354
555,2.302696,48.933332
556,2.220812,48.776027
557,2.220588,48.777046
558,2.410164,48.927927
559,2.392400,48.705248
560,2.405750,48.926949
561,2.244880,48.858564
562,2.524853,49.006817
563,2.319759,48.934385
564,2.320685,48.934827
565,2.412001,48.928117
566,2.319679,48.934721
567,2.238325,48.862291
568,2.391429,48.705965
569,2.365556,48.847479
570,2.531897,49.007633
571,2.226727,48.777204
572,2.369576,48.852138
573,2.344218,48.914067
574,2.222606,48.896317
575,2.418752,48.927507
576,2.350721,48.838563
577,2.530237,49.006030
578,2.344110,48.901330
579,2.219731,48.777707
580,2.351000,48.838028
581,2.220168,48.775979
582,2.524362,49.008298
583,2.222742,48.774359
584,2.351627,48.846598
585,2.567444,49.009839
586,2.427519,48.921591
587,2.350469,48.848088
588,2.555991,49.006737
589,2.226806,48.774386
590,2.347770,48.851744
591,2.226812,48.774313
592,2.348226,48.852362
593,2.350626,48.856088
594,2.295714,48.867921
595,2.128054,48.799568
596,2.227054,48.774365
597,2.520780,49.001108
598,2.351479,48.857468
599,2.295352,48.867300
600,2.340830,48.860912
601,2.752266,48.405179
602,2.290644,48.863779
603,2.290480,48.863920
604,2.293585,48.864741
605,2.367616,48.868838
606,2.293684,48.864562
607,2.357391,48.874806
608,2.752655,48.405028
609,2.417748,48.927493
610,2.529637,49.014440
611,2.752573,48.404945
612,2.417970,48.927463
613,2.291873,48.862481
614,2.418478,48.928130
615,2.287847,48.862954
616,2.293981,48.864865
617,2.347892,48.870676
618,2.752195,48.405075
619,2.216610,48.748869
620,2.294144,48.864869
621,2.751974,48.405390
622,2.294165,48.864691
623,2.355994,48.876363
624,2.751754,48.405081
625,2.290705,48.859940
626,2.354059,48.878528
627,2.229497,48.771182
628,2.290475,48.860053
629,2.352286,48.880511
630,2.340045,48.871981
631,2.290485,48.860202
632,2.338300,48.872242
633,2.399744,48.925210
634,2.291373,48.860883
635,2.333287,48.872953
636,2.459510,49.030871
637,2.331147,48.873219
638,2.399633,48.924949
639,2.400225,48.924770
640,2.331087,48.876126
641,2.230364,48.776653
642,2.400508,48.924962
643,2.349473,48.883853
644,2.347988,48.888401
645,2.774859,48.404195
646,2.400259,48.925144
647,2.327588,48.883686
648,2.462550,49.026397
649,2.329455,48.884704
650,2.778901,48.405548
651,2.162552,48.801064
652,2.301322,48.864681
653,2.355236,48.831000
654,2.301786,48.864370
655,2.359926,48.826160
656,2.302220,48.864266
657,2.527641,49.011417
658,2.356251,48.830827
659,2.301744,48.864700
660,2.355316,48.831861
661,2.169017,48.733601
662,2.301913,48.864742
663,2.228743,48.775797
664,2.354865,48.831368
665,2.355057,48.831094
666,2.355841,48.831860
667,2.525607,49.009886
668,2.520521,49.012234
669,2.301446,48.865092
670,2.154498,48.784901
671,2.206925,48.749923
672,2.299850,48.864986
673,2.229060,48.763838
674,2.525178,49.011885
675,2.525684,49.011502
676,2.219306,48.749153
677,2.462633,49.026245
678,2.308477,48.938852
679,2.300714,48.811969
680,2.526834,49.011305
681,2.366485,48.827018
682,2.294297,48.937371
683,2.306506,48.870066
684,2.388983,48.859901
685,2.371385,48.827681
686,2.309860,48.868997
687,2.888525,48.361268
688,2.381572,48.817596
689,2.309902,48.868871
690,2.528079,49.012870
691,2.333411,48.853787
692,2.340323,48.852083
693,2.343172,48.851398
694,2.310125,48.868803
695,2.219628,48.747230
696,2.244130,48.772252
697,2.265659,48.801834
698,2.219017,48.747054
699,2.346818,48.853069
700,2.313941,48.867696
701,2.324270,48.843730
702,2.242159,48.773347
703,2.331140,48.851579
704,2.344293,48.853772
705,2.318338,48.864735
706,2.320349,48.864382
707,2.919187,48.373254
708,2.322805,48.842022
709,2.320947,48.864687
710,2.532851,49.011744
711,2.320293,48.864946
712,2.173405,48.714393
713,2.531761,49.009060
714,2.330564,48.839376
715,2.345491,48.837664
716,2.919528,48.373306
717,2.333331,48.834117
718,2.332664,48.833417
719,2.319413,48.864650
720,2.154947,48.784351
721,2.319362,48.865109
722,2.193970,48.700494
723,2.305213,48.827799
724,2.319620,48.818522
725,2.193882,48.700503
726,2.305107,48.827677
727,2.325659,48.817463
728,2.319110,48.864516
729,2.193850,48.700487
730,2.153772,48.785059
731,2.305026,48.827473
732,2.320264,48.864151
733,2.193862,48.700410
734,2.206906,48.939683
735,2.268666,48.863134
736,2.222706,48.919116
737,2.532483,49.007920
738,2.281058,48.867860
739,2.324400,48.862678
740,2.538121,49.008749
741,2.284570,48.872681
742,2.323937,48.862940
743,2.283410,48.877198
744,2.283729,48.877679
745,2.327358,48.861829
746,2.930176,48.375777
747,2.218084,48.922129
748,2.287912,48.880099
749,2.206776,48.941390
750,2.296646,48.884864
751,2.327726,48.861605
752,2.205893,48.949682
753,2.532236,49.007819
754,2.297917,48.884872
755,2.297198,48.884514
756,2.330971,49.049123
757,2.314110,48.887346
758,2.205716,48.949767
759,2.203717,48.959297
760,2.320349,48.882206
761,2.343862,48.857893
762,2.204121,48.959005
763,2.321855,48.879488
764,2.323133,48.879087
765,2.326948,48.877847
766,2.205434,48.954782
767,2.332790,48.883876
768,2.205770,48.951744
769,2.205836,48.950128
770,2.339878,48.875878
771,2.192414,48.703712
772,2.206077,48.950154
773,2.343143,48.875674
774,2.205642,48.949900
775,2.357080,48.879312
776,2.206056,48.949671
777,2.359327,48.884529
778,2.206385,48.949921
779,2.206303,48.950066
780,2.206527,48.945077
781,2.351194,48.855703
782,2.370634,48.877754
783,2.206527,48.945285
784,2.382186,48.894676
785,2.206973,48.941390
786,2.369643,48.866192
787,2.372600,48.862286
788,2.365148,48.866713
789,2.369398,48.852846
790,2.357800,48.853077
791,2.376129,48.851290
792,2.547992,49.009310
793,2.370515,48.849981
794,2.371459,48.848006
795,2.372537,48.848629
796,2.260695,48.935459
797,2.313276,48.762362
798,2.359314,48.962998
799,2.362257,48.851052
800,2.372216,48.844490
801,2.195919,48.704736
802,2.257155,48.936184
803,2.195265,48.706796
804,2.378968,48.840432
805,2.381564,48.844279
806,2.195815,48.704087
807,2.318817,48.817301
808,2.193670,48.815480
809,2.384750,48.850069
810,2.367888,48.841900
811,2.213134,48.811511
812,2.935490,48.377855
813,2.225467,48.827986
814,2.255437,48.836645
815,2.386773,48.847343
816,2.365308,48.846718
817,2.320496,48.814504
818,2.364784,48.847369
819,2.391331,48.855760
820,2.317608,48.815315
821,2.366399,48.794918
822,2.408548,48.864404
823,2.375293,48.753356
824,2.260143,48.834816
825,2.262010,48.834662
826,2.412203,48.864699
827,2.265825,48.838318
828,2.945487,48.378025
829,2.410176,48.844287
830,2.365669,48.846368
831,2.405725,48.844663
832,2.945629,48.377815
833,2.398219,48.845307
834,2.395573,48.839778
835,2.319828,48.844999
836,2.274423,48.847142
837,2.406606,48.835349
838,2.320205,48.844138
839,2.368266,48.844391
840,2.161453,48.683755
841,2.945724,48.378075
842,2.408063,48.834853
843,2.368886,48.844104
844,2.410811,48.834001
845,2.411532,48.834434
846,2.317690,48.844423
847,2.238155,48.936062
848,2.394565,48.839441
849,2.391218,48.837296
850,2.313656,48.841349
851,2.354803,48.922330
852,2.540395,49.008861
853,2.376127,48.838907
854,2.541904,49.011483
855,2.373654,48.837570
856,2.314010,48.841536
857,2.371352,48.836367
858,2.354263,48.922612
859,2.310290,48.868859
860,2.954105,48.382465
861,2.542035,49.009661
862,2.349249,48.857320
863,2.227807,48.938047
864,2.275079,49.100570
865,2.544578,49.009115
866,2.362731,48.854645
867,2.953778,48.382269
868,2.953987,48.382117
869,2.225534,48.934029
870,2.358982,48.852920
871,2.275795,49.100702
872,2.225575,48.933792
873,2.315132,48.840452
874,2.542833,49.009790
875,2.227861,48.930423
876,2.354947,48.854386
877,2.958424,48.387177
878,2.352837,48.855248
879,2.280146,49.100269
880,2.356850,48.849393
881,2.262173,49.100258
882,2.227613,48.894713
883,2.355953,48.849652
884,2.262826,49.100022
885,2.228158,48.895568
886,2.542454,49.011504
887,2.361422,48.850795
888,1.507918,49.022855
889,2.228258,48.895653
890,2.264662,49.099477
891,2.220040,48.898240
892,2.215993,48.927282
893,2.229085,48.896839
894,2.215740,48.927339
895,2.339848,48.858990
896,2.227513,48.894744
897,2.215890,48.927241
898,2.330123,48.860861
899,2.269649,49.099196
900,2.956578,48.378602
901,1.506476,49.022669
902,2.956316,48.378350
903,2.323218,48.836822
904,2.956013,48.378035
905,2.332086,48.863754
906,1.505898,49.022557
907,2.327256,48.865310
908,2.956453,48.377938
909,2.217397,48.922646
910,2.337057,48.851465
911,2.271920,49.098805
912,2.956607,48.378046
913,2.956612,48.378211
914,2.320102,48.864064
915,2.957210,48.375737
916,2.313668,48.864674
917,2.957151,48.376078
918,2.324019,48.837229
919,2.528857,49.007961
920,2.310342,48.864611
921,2.531317,49.008145
922,2.310433,48.862588
923,2.273276,49.098558
924,2.319873,48.865808
925,2.321972,48.866615
926,1.499659,49.021692
927,2.330933,48.834298
928,2.310122,48.869130
929,2.210662,48.907798
930,2.223697,48.918463
931,2.521084,49.006373
932,2.305469,48.854272
933,2.225159,48.918741
934,2.329114,48.835426
935,2.280387,49.100309
936,2.287496,48.863393
937,2.958985,48.389306
938,2.210777,48.907895
939,1.904320,48.537812
940,2.294632,48.873221
941,2.225354,48.919292
942,2.524973,49.006834
943,2.294242,48.873450
944,2.294102,48.873741
945,2.333463,48.834431
946,2.294935,48.874387
947,2.295437,48.874329
948,2.526667,49.007462
949,2.369543,48.853395
950,2.295817,48.874106
951,2.524510,49.007433
952,2.295960,48.873827
953,2.295837,48.873467
954,2.280615,48.919106
955,2.295147,48.873166
956,2.295564,48.873271
957,2.320319,48.835101
958,2.526948,49.007594
959,2.297963,48.877810
960,2.318131,48.833956
961,2.220173,48.921875
962,2.220235,48.922085
963,2.220454,48.922500
964,2.219268,48.923427
965,2.522675,49.006768
966,2.899458,48.379688
967,2.521004,49.006462
968,2.219261,48.921523
969,2.523917,49.006778
970,2.220023,48.922169
971,2.523351,49.004492
972,2.522503,49.006675
973,2.369370,48.821561
974,2.369125,48.821644
975,2.245180,48.936564
976,2.245812,48.936903
977,2.523909,49.005933
978,2.376812,48.830606
979,2.106977,48.857136
980,2.259272,49.106035
981,2.257230,48.942726
982,2.382474,48.833718
983,2.379755,48.832227
984,2.305158,48.834724
985,2.523934,49.006620
986,2.278249,49.100989
987,2.373138,48.834458
988,2.106638,48.858814
989,2.276507,49.101725
990,2.371492,48.836208
991,2.370705,48.843439
992,2.106412,48.858842
993,2.195895,48.808574
994,2.275288,49.100949
995,2.299107,48.841559
996,2.195740,48.808546
997,2.276882,48.952614
998,2.525711,49.005111
999,2.276806,48.952596
1000,2.525050,49.008288
1001,2.525093,49.008883
1002,2.278043,49.101494
1003,2.295244,48.860487
1004,2.277573,49.101474
1005,2.395584,48.848902
1006,2.295480,48.860657
1007,2.192999,48.703229
1008,2.395298,48.848774
1009,2.190547,48.688049
1010,2.395080,48.848501
1011,2.525524,49.007495
1012,2.395075,48.848295
1013,2.396356,48.847922
1014,2.443471,48.758344
1015,2.246031,48.937141
1016,2.396688,48.848192
1017,2.193783,48.672131
1018,2.396739,48.848443
1019,2.396534,48.848755
1020,2.184893,48.696621
1021,2.525299,49.011011
1022,2.235307,48.930938
1023,2.395815,48.847837
1024,2.293338,49.105765
1025,2.230406,48.928350
1026,2.396027,48.839415
1027,2.306943,48.854091
1028,2.221567,48.923281
1029,2.396145,48.839538
1030,2.234397,48.930340
1031,2.439941,48.772113
1032,2.395452,48.839539
1033,2.236405,48.931344
1034,2.438945,48.775529
1035,2.395086,48.845570
1036,2.526380,49.003731
1037,2.386758,48.836053
1038,2.087311,49.038609
1039,2.082371,49.041211
1040,2.387695,48.836489
1041,2.082305,49.041893
1042,2.377391,48.846287
1043,2.398615,48.864738
1044,2.080428,49.040716
1045,2.351482,48.864409
1046,2.353319,48.864825
1047,2.077628,49.039192
1048,2.349063,48.863858
1049,2.525531,49.005483
1050,2.343086,48.865293
1051,2.228072,48.938226
1052,2.339346,48.874667
1053,2.332544,48.870695
1054,2.524552,49.008619
1055,2.228305,48.939837
1056,2.228248,48.939846
1057,2.078422,49.038893
1058,2.332712,48.870294
1059,2.404945,48.856192
1060,2.227966,48.938263
1061,2.332477,48.870252
1062,2.438165,48.778327
1063,2.332231,48.870206
1064,2.439807,48.772101
1065,2.332071,48.870614
1066,2.085900,49.037293
1067,2.327177,48.873747
1068,2.086045,49.037215
1069,2.319970,48.874763
1070,2.331862,48.871098
1071,2.084665,49.038182
1072,2.367628,48.853368
1073,2.332351,48.871184
1074,2.083125,49.039201
1075,2.330062,48.870269
1076,2.325056,48.869689
1077,2.323895,48.869256
1078,2.084470,49.039406
1079,2.530183,49.013995
1080,2.334936,48.864475
1081,2.222131,48.916567
1082,2.333767,48.863212
1083,2.528174,49.011332
1084,2.372447,48.844332
1085,2.222780,48.918827
1086,2.359461,48.819145
1087,2.371003,48.843605
1088,2.221795,48.919481
1089,2.350658,48.821026
1090,2.344578,48.819496
1091,2.379370,48.885150
1092,2.222603,48.918599
1093,2.334347,48.821376
1094,2.193580,48.815356
1095,2.384675,48.886565
1096,2.216788,48.911832
1097,2.312942,49.085707
1098,2.215058,48.910099
1099,2.191333,48.810554
1100,2.331310,48.834707
1101,2.215620,48.909869
1102,2.312702,49.085555
1103,2.528698,49.012087
1104,2.331525,48.833246
1105,2.376850,48.859751
1106,2.069949,48.799423
1107,2.069128,48.799531
1108,2.385410,48.854722
1109,2.312805,49.085589
1110,2.365123,48.847763
1111,2.065198,48.800225
1112,2.069934,48.799297
1113,2.957114,48.378757
1114,2.069856,48.799356
1115,2.206440,48.945095
1116,2.206418,48.944539
1117,2.364644,48.820161
1118,2.312748,48.826146
1119,2.313371,49.084903
1120,2.063623,48.800574
1121,2.305491,48.827736
1122,2.323235,48.823808
1123,2.528265,49.011507
1124,2.301413,48.828636
1125,2.292496,48.830940
1126,2.963713,48.381022
1127,2.273160,49.098634
1128,2.062948,48.800941
1129,2.288354,48.832689
1130,2.964194,48.380913
1131,2.281021,48.835412
1132,2.243077,48.942726
1133,2.269708,48.838788
1134,2.964846,48.381013
1135,2.266079,49.099409
1136,2.257533,48.845355
1137,2.264989,49.099494
1138,2.247887,48.946132
1139,2.540757,49.035219
1140,2.964188,48.381117
1141,2.263461,49.099926
1142,1.791482,49.102946
1143,2.539521,49.032450
1144,2.275787,48.871698
1145,1.791673,49.097565
1146,2.049827,48.807379
1147,2.954137,48.382398
1148,2.277440,48.873792
1149,2.263220,49.099561
1150,2.049958,48.807316
